bird_id,bird,year,sex,cohort,age,tarsus,weight,body_cond,handling,ret_latency,time,time_minutes,session,in_ses_trial,cumul_site,distance,angle,height,worms_ate,,
9,McFly,2020,0,2015,5,33.1,27,0.81570997,11.243,25,9:56,596,2,2,3,6.3,173,0.4,11,,
9,McFly,2020,0,2015,5,33.1,27,0.81570997,22.252,25,9:56,596,2,3,4,8,258,4.5,11,,
9,McFly,2020,0,2015,5,33.1,27,0.81570997,21.51,25,9:56,596,2,4,5,4.3,238,0.6,11,,
9,McFly,2020,0,2015,5,33.1,27,0.81570997,29.24,25,9:56,596,2,5,6,13,135,6,11,,
9,McFly,2020,0,2015,5,33.1,,,24.497,13,10:58,658,3,1,1,7,73,2.1,6,,
9,McFly,2020,0,2015,5,33.1,,,7.008,13,10:58,658,3,2,1,7,73,2.1,6,,
9,McFly,2020,0,2015,5,33.1,,,22.498,13,10:58,658,3,3,7,6,90,3,6,,
9,McFly,2020,0,2015,5,33.1,,,12.65,13,10:58,658,3,4,7,6,90,3,6,,
9,McFly,2020,0,2015,5,33.1,,,9.398,13,10:58,658,3,5,7,6,90,3,6,,
10,Machiavelli,2020,1,2016,4,33.8,29.3,0.866863905,24.798,11,11:31,691,1,1,1,4.3,157,3,7,,
10,Machiavelli,2020,1,2016,4,33.8,29.3,0.866863905,12.501,11,11:31,691,1,2,1,4.3,157,3,7,,
10,Machiavelli,2020,1,2016,4,33.8,29.3,0.866863905,12.798,11,11:31,691,1,3,1,4.3,157,3,7,,
10,Machiavelli,2020,1,2016,4,33.8,29.3,0.866863905,40.321,11,11:31,691,1,4,2,6,275,3.7,7,,
10,Machiavelli,2020,1,2016,4,33.8,29.3,0.866863905,33.494,11,11:31,691,1,5,3,6,222,5,7,,
10,Machiavelli,2020,1,2016,4,33.8,28.5,0.843195266,46.014,15,10:52,652,2,1,4,10,329,5,7,,
10,Machiavelli,2020,1,2016,4,33.8,28.5,0.843195266,18.748,15,10:52,652,2,2,5,3.1,326,1.8,7,,
10,Machiavelli,2020,1,2016,4,33.8,28.5,0.843195266,9.996,15,10:52,652,2,3,5,3.1,326,1.8,7,,
10,Machiavelli,2020,1,2016,4,33.8,28.5,0.843195266,8.75,15,10:52,652,2,4,5,3.1,326,1.8,7,,
10,Machiavelli,2020,1,2016,4,33.8,28.5,0.843195266,12.001,15,10:52,652,2,5,5,3.1,326,1.8,7,,
10,Machiavelli,2020,1,2016,4,33.8,28.8,0.852071006,11.748,10,11:53,713,3,1,1,3.7,293,3,4,,
10,Machiavelli,2020,1,2016,4,33.8,28.8,0.852071006,7.748,10,11:53,713,3,2,1,3.7,293,3,4,,
10,Machiavelli,2020,1,2016,4,33.8,28.8,0.852071006,11.998,10,11:53,713,3,3,1,3.7,293,3,4,,
10,Machiavelli,2020,1,2016,4,33.8,28.8,0.852071006,9.002,10,11:53,713,3,4,1,3.7,293,3,4,,
10,Machiavelli,2020,1,2016,4,33.8,28.8,0.852071006,11.797,10,11:53,713,3,5,1,3.7,293,3,4,,
10,Machiavelli,2021,1,2016,5,33.8,,,40.001,,13:19,799,1,1,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,,,50.502,,13:19,799,1,2,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,,,21.002,,13:19,799,1,3,2,3.2,167,2.7,,,
10,Machiavelli,2021,1,2016,5,33.8,,,14.25,,13:19,799,1,4,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,,,15.494,,13:19,799,1,5,2,3.2,167,2.7,,,
10,Machiavelli,2021,1,2016,5,33.8,28.7,0.849112426,19.756,,10:52,652,2,1,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,28.7,0.849112426,10,,10:52,652,2,2,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,28.7,0.849112426,13.75,,10:52,652,2,3,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,28.7,0.849112426,9.245,,10:52,652,2,4,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,28.7,0.849112426,16.906,,10:52,652,2,5,1,5,215,4.4,,,
10,Machiavelli,2021,1,2016,5,33.8,30.9,0.914201183,20.251,,10:01,601,3,1,3,2.8,50,0.9,,,
10,Machiavelli,2021,1,2016,5,33.8,30.9,0.914201183,6.752,,10:01,601,3,2,3,2.8,50,0.9,,,
10,Machiavelli,2021,1,2016,5,33.8,30.9,0.914201183,5.246,,10:01,601,3,3,3,2.8,50,0.9,,,
10,Machiavelli,2021,1,2016,5,33.8,30.9,0.914201183,7.251,,10:01,601,3,4,3,2.8,50,0.9,,,
10,Machiavelli,2021,1,2016,5,33.8,30.9,0.914201183,5.75,,10:01,601,3,5,3,2.8,50,0.9,,,
11,Madonna,2020,0,2015,5,33.4,30.3,0.907185629,6.511,10,12:44,764,1,1,1,3.5,246,2.7,4,,
11,Madonna,2020,0,2015,5,33.4,30.3,0.907185629,9.513,10,12:44,764,1,2,1,3.5,246,2.7,4,,
11,Madonna,2020,0,2015,5,33.4,30.3,0.907185629,2.756,10,12:44,764,1,3,1,3.5,246,2.7,4,,
11,Madonna,2020,0,2015,5,33.4,30.3,0.907185629,12.002,10,12:44,764,1,4,2,8,308,2.4,4,,
11,Madonna,2020,0,2015,5,33.4,30.3,0.907185629,7.5,10,12:44,764,1,5,2,8,308,2.4,4,,
11,Madonna,2020,0,2015,5,33.4,29.7,0.889221557,11.255,5,11:50,710,2,1,2,4.3,15,2.4,5,,
11,Madonna,2020,0,2015,5,33.4,29.7,0.889221557,7.004,5,11:50,710,2,2,2,4.3,15,2.4,5,,
11,Madonna,2020,0,2015,5,33.4,29.7,0.889221557,6.345,5,11:50,710,2,3,2,4.3,15,2.4,5,,
11,Madonna,2020,0,2015,5,33.4,29.7,0.889221557,9.754,5,11:50,710,2,4,2,4.3,15,2.4,5,,
11,Madonna,2020,0,2015,5,33.4,29.7,0.889221557,8.833,5,11:50,710,2,5,3,4.6,335,3.4,5,,
11,Madonna,2020,0,2015,5,33.4,30.2,0.904191617,13.506,7,11:48,708,3,1,4,4.1,336,4.4,3,,
11,Madonna,2020,0,2015,5,33.4,30.2,0.904191617,7.75,7,11:48,708,3,3,2,5,242,2.4,3,,
11,Madonna,2020,0,2015,5,33.4,30.2,0.904191617,9.501,7,11:48,708,3,4,4,4.1,336,4.4,3,,
11,Madonna,2020,0,2015,5,33.4,30.2,0.904191617,22.767,7,11:48,708,3,5,5,10,356,4.5,3,,
11,Madonna,2020,0,2015,5,33.4,30.2,0.904191617,15.852,7,11:48,708,3,7,3,9,242,3.4,3,,
11,Madonna,2021,0,2015,6,33.4,30.7,0.919161677,27.999,,13:57,837,1,1,1,7,249,3.7,,,
11,Madonna,2021,0,2015,6,33.4,30.7,0.919161677,23.749,,13:57,837,1,2,2,5,310,2.9,,,
11,Madonna,2021,0,2015,6,33.4,30.7,0.919161677,41.5,,13:57,837,1,3,2,5,310,2.9,,,
11,Madonna,2021,0,2015,6,33.4,30.7,0.919161677,11.001,,13:57,837,1,4,3,2.6,79,1.6,,,
11,Madonna,2021,0,2015,6,33.4,30.7,0.919161677,21,,13:57,837,1,5,4,5,310,0.6,,,
11,Madonna,2021,0,2015,6,33.4,30.5,0.913173653,16.5,,12:32,752,2,1,5,9,45,4.8,,,
11,Madonna,2021,0,2015,6,33.4,30.5,0.913173653,9.499,,12:32,752,2,2,2,5,310,2.9,,,
11,Madonna,2021,0,2015,6,33.4,30.5,0.913173653,12.502,,12:32,752,2,3,2,5,310,2.9,,,
11,Madonna,2021,0,2015,6,33.4,30.5,0.913173653,11.502,,12:32,752,2,4,2,5,310,2.9,,,
11,Madonna,2021,0,2015,6,33.4,30.5,0.913173653,25.748,,12:32,752,2,5,6,10,316,1.3,,,
11,Madonna,2021,0,2015,6,33.4,30,0.898203593,14.753,,12:42,762,3,1,5,9,45,4.8,,,
11,Madonna,2021,0,2015,6,33.4,30,0.898203593,14.5,,12:42,762,3,2,7,2.6,333,2.2,,,
11,Madonna,2021,0,2015,6,33.4,30,0.898203593,20.498,,12:42,762,3,3,7,2.6,333,2.2,,,
11,Madonna,2021,0,2015,6,33.4,30,0.898203593,5.25,,12:42,762,3,4,7,2.6,333,2.2,,,
11,Madonna,2021,0,2015,6,33.4,30,0.898203593,7.751,,12:42,762,3,5,7,2.6,333,2.2,,,
12,Wendigo,2020,0,2019,1,,28.8,,16.026,31,12:53,773,1,1,1,6,157,4.2,11,,
12,Wendigo,2020,0,2019,1,,28.8,,16.759,31,12:53,773,1,2,2,6,55,1.7,11,,
12,Wendigo,2020,0,2019,1,,28.8,,19.245,31,12:53,773,1,3,2,6,55,1.7,11,,
12,Wendigo,2020,0,2019,1,,28.8,,17.513,31,12:53,773,1,4,2,6,55,1.7,11,,
12,Wendigo,2020,0,2019,1,,28.8,,10.978,31,12:53,773,1,5,3,5,26,2.7,11,,
12,Wendigo,2020,0,2019,1,,28.9,,20.257,27,13:00,780,2,1,3,4.1,132,2.7,6,,
12,Wendigo,2020,0,2019,1,,28.9,,34.257,27,13:00,780,2,2,4,4.5,292,2.5,6,,
12,Wendigo,2020,0,2019,1,,28.9,,12.5,27,13:00,780,2,3,3,4.1,132,2.7,6,,
12,Wendigo,2020,0,2019,1,,28.9,,17.745,27,13:00,780,2,4,5,9,228,2.3,6,,
12,Wendigo,2020,0,2019,1,,28.9,,9.406,27,13:00,780,2,5,5,9,228,2.3,6,,
12,Wendigo,2020,0,2019,1,,28.3,,8.256,28,12:42,762,3,1,5,2.4,222,2.3,8,,
12,Wendigo,2020,0,2019,1,,28.3,,14.259,28,12:42,762,3,2,6,5,206,3.7,8,,
12,Wendigo,2020,0,2019,1,,28.3,,19.35,28,12:42,762,3,3,6,5,206,3.7,8,,
12,Wendigo,2020,0,2019,1,,28.3,,7.258,28,12:42,762,3,4,6,5,206,3.7,8,,
12,Wendigo,2020,0,2019,1,,28.3,,7.994,28,12:42,762,3,5,6,5,206,3.7,8,,
13,Clive,2020,1,2016,4,35,28.4,0.811428571,6.503,8,10:53,653,1,1,1,3.9,22,2.1,7,,
13,Clive,2020,1,2016,4,35,28.4,0.811428571,9.347,8,10:53,653,1,2,1,3.9,22,2.1,7,,
13,Clive,2020,1,2016,4,35,28.4,0.811428571,4.801,8,10:53,653,1,3,1,3.9,22,2.1,7,,
13,Clive,2020,1,2016,4,35,28.4,0.811428571,7,8,10:53,653,1,4,1,3.9,22,2.1,7,,
13,Clive,2020,1,2016,4,35,28.4,0.811428571,5.002,8,10:53,653,1,5,1,3.9,22,2.1,7,,
13,Clive,2020,1,2016,4,35,28.3,0.808571429,14.251,12,11:51,711,2,1,2,3.9,6,3.6,10,,
13,Clive,2020,1,2016,4,35,28.3,0.808571429,16.5,12,11:51,711,2,2,3,4.4,333,2.8,10,,
13,Clive,2020,1,2016,4,35,28.3,0.808571429,11.402,12,11:51,711,2,3,3,4.4,333,2.8,10,,
13,Clive,2020,1,2016,4,35,28.3,0.808571429,35.502,12,11:51,711,2,4,3,4.4,333,2.8,10,,
13,Clive,2020,1,2016,4,35,28.3,0.808571429,7.905,12,11:51,711,2,5,3,4.4,333,2.8,10,,
13,Clive,2020,1,2016,4,35,27.8,0.794285714,9.501,18,9:44,584,3,1,4,6,312,5,10,,
13,Clive,2020,1,2016,4,35,27.8,0.794285714,8.498,18,9:44,584,3,2,4,6,312,5,10,,
13,Clive,2020,1,2016,4,35,27.8,0.794285714,11.995,18,9:44,584,3,3,4,6,312,5,10,,
13,Clive,2020,1,2016,4,35,27.8,0.794285714,9.252,18,9:44,584,3,4,1,7,326,2.1,10,,
13,Clive,2020,1,2016,4,35,27.8,0.794285714,29.514,18,9:44,584,3,5,5,7,338,3.8,10,,
13,Clive,2021,1,2016,5,35,28.9,0.825714286,16.004,,14:18,858,1,1,1,5,155,4,,,
13,Clive,2021,1,2016,5,35,28.9,0.825714286,10.502,,14:18,858,1,2,2,3.6,265,3.5,,,
13,Clive,2021,1,2016,5,35,28.9,0.825714286,5.75,,14:18,858,1,3,3,3.7,23,2.9,,,
13,Clive,2021,1,2016,5,35,28.9,0.825714286,14.501,,14:18,858,1,4,4,4.5,135,4.5,,,
13,Clive,2021,1,2016,5,35,28.9,0.825714286,14.5,,14:18,858,1,5,4,4.5,135,4.5,,,
13,Clive,2021,1,2016,5,35,28.1,0.802857143,8.248,,12:55,775,2,1,6,4.4,282,3.3,,,
13,Clive,2021,1,2016,5,35,28.1,0.802857143,8.501,,12:55,775,2,2,2,3.6,265,3.5,,,
13,Clive,2021,1,2016,5,35,28.1,0.802857143,12.495,,12:55,775,2,3,2,3.6,265,3.5,,,
13,Clive,2021,1,2016,5,35,28.1,0.802857143,14.75,,12:55,775,2,4,1,5,155,4,,,
13,Clive,2021,1,2016,5,35,28.1,0.802857143,9.502,,12:55,775,2,5,1,5,155,4,,,
13,Clive,2021,1,2016,5,35,28,0.8,8.752,,13:31,811,3,1,2,3.6,265,3.5,,,
13,Clive,2021,1,2016,5,35,28,0.8,7.499,,13:31,811,3,2,3,3.7,23,2.9,,,
13,Clive,2021,1,2016,5,35,28,0.8,10.5,,13:31,811,3,3,2,3.6,265,3.5,,,
13,Clive,2021,1,2016,5,35,28,0.8,6.754,,13:31,811,3,4,2,3.6,265,3.5,,,
13,Clive,2021,1,2016,5,35,28,0.8,6.249,,13:31,811,3,5,2,3.6,265,3.5,,,
14,Mona,2020,0,2015,5,34.3,30.9,0.900874636,10.754,24,12:16,736,1,1,1,7,127,3.2,6,,
14,Mona,2020,0,2015,5,34.3,30.9,0.900874636,14.236,24,12:16,736,1,2,2,5,161,4.1,6,,
14,Mona,2020,0,2015,5,34.3,30.9,0.900874636,11.004,24,12:16,736,1,3,2,5,161,4.1,6,,
14,Mona,2020,0,2015,5,34.3,30.9,0.900874636,9.251,24,12:16,736,1,4,2,5,161,4.1,6,,
14,Mona,2020,0,2015,5,34.3,30.9,0.900874636,12.099,24,12:16,736,1,5,2,5,161,4.1,6,,
14,Mona,2020,0,2015,5,34.3,29.8,0.868804665,8.999,9,12:13,733,2,1,1,3.9,137,3.2,5,,
14,Mona,2020,0,2015,5,34.3,29.8,0.868804665,9.749,9,12:13,733,2,2,1,3.9,137,3.2,5,,
14,Mona,2020,0,2015,5,34.3,29.8,0.868804665,8.252,9,12:13,733,2,3,1,3.9,137,3.2,5,,
14,Mona,2020,0,2015,5,34.3,29.8,0.868804665,7.249,9,12:13,733,2,4,1,3.9,137,3.2,5,,
14,Mona,2020,0,2015,5,34.3,29.8,0.868804665,9.254,9,12:13,733,2,5,1,3.9,137,3.2,5,,
14,Mona,2020,0,2015,5,34.3,31.1,0.906705539,12.011,11,13:01,781,3,1,3,3.2,288,2.2,6,,
14,Mona,2020,0,2015,5,34.3,31.1,0.906705539,11.248,11,13:01,781,3,2,4,6,158,1.6,6,,
14,Mona,2020,0,2015,5,34.3,31.1,0.906705539,12.76,11,13:01,781,3,3,3,3.2,288,2.2,6,,
14,Mona,2020,0,2015,5,34.3,31.1,0.906705539,15.25,11,13:01,781,3,4,3,3.2,288,2.2,6,,
14,Mona,2020,0,2015,5,34.3,31.1,0.906705539,17.995,11,13:01,781,3,5,5,2.7,142,2.7,6,,
15,Boulder,2020,1,2019,1,33.3,26,0.780780781,20.253,31,11:55,715,1,1,1,11,356,2.3,6,,
15,Boulder,2020,1,2019,1,33.3,26,0.780780781,6.251,31,11:55,715,1,2,1,11,356,2.3,6,,
15,Boulder,2020,1,2019,1,33.3,26,0.780780781,6.251,31,11:55,715,1,3,1,11,356,2.3,6,,
15,Boulder,2020,1,2019,1,33.3,26,0.780780781,13.286,31,11:55,715,1,4,1,11,356,2.3,6,,
15,Boulder,2020,1,2019,1,33.3,26,0.780780781,9.999,31,11:55,715,1,5,1,11,356,2.3,6,,
15,Boulder,2020,1,2019,1,33.3,25.9,0.777777778,20.987,31,12:53,773,2,1,2,3.7,295,3.3,4,,
15,Boulder,2020,1,2019,1,33.3,25.9,0.777777778,6.545,31,12:53,773,2,2,2,3.7,295,3.3,4,,
15,Boulder,2020,1,2019,1,33.3,25.9,0.777777778,7.047,31,12:53,773,2,3,2,3.7,295,3.3,4,,
15,Boulder,2020,1,2019,1,33.3,25.9,0.777777778,6.251,31,12:53,773,2,4,2,3.7,295,3.3,4,,
15,Boulder,2020,1,2019,1,33.3,25.9,0.777777778,4.749,31,12:53,773,2,5,2,3.7,295,3.3,4,,
15,Boulder,2020,1,2019,1,33.3,26.3,0.78978979,10.507,28,11:52,712,3,1,3,3.8,29,2.9,6,,
15,Boulder,2020,1,2019,1,33.3,26.3,0.78978979,12.998,28,11:52,712,3,2,3,3.8,29,2.9,6,,
15,Boulder,2020,1,2019,1,33.3,26.3,0.78978979,15.007,28,11:52,712,3,3,4,3.8,206,2,6,,
15,Boulder,2020,1,2019,1,33.3,26.3,0.78978979,12.393,28,11:52,712,3,4,3,3.8,29,2.9,6,,
15,Boulder,2020,1,2019,1,33.3,26.3,0.78978979,6.007,28,11:52,712,3,5,4,3.8,206,2,6,,
16,Bulma,2020,0,2018,2,34.3,,,16.252,5,14:17,857,1,1,1,2.3,204,1,5,,
16,Bulma,2020,0,2018,2,34.3,,,6.248,5,14:17,857,1,2,1,2.3,204,1,5,,
16,Bulma,2020,0,2018,2,34.3,,,10.35,5,14:17,857,1,3,1,2.3,204,1,5,,
16,Bulma,2020,0,2018,2,34.3,,,17.249,5,14:17,857,1,4,2,7,204,1.9,5,,
16,Bulma,2020,0,2018,2,34.3,,,14.499,5,14:17,857,1,5,1,2.3,204,1,5,,
16,Bulma,2020,0,2018,2,34.3,25.2,0.734693878,29.777,8,13:05,785,2,1,3,6,209,2.5,6,,
16,Bulma,2020,0,2018,2,34.3,25.2,0.734693878,11.503,8,13:05,785,2,2,3,6,209,2.5,6,,
16,Bulma,2020,0,2018,2,34.3,25.2,0.734693878,12.001,8,13:05,785,2,3,3,6,209,2.5,6,,
16,Bulma,2020,0,2018,2,34.3,25.2,0.734693878,23.514,8,13:05,785,2,4,4,3.8,241,1.6,6,,
16,Bulma,2020,0,2018,2,34.3,25.2,0.734693878,24.744,8,13:05,785,2,5,5,8.4,234,1.3,6,,
16,Bulma,2020,0,2018,2,34.3,26.4,0.7696793,11.995,17,13:11,791,3,1,6,5,159,1.7,11,,
16,Bulma,2020,0,2018,2,34.3,26.4,0.7696793,15.75,17,13:11,791,3,2,7,4.1,232,2.4,11,,
16,Bulma,2020,0,2018,2,34.3,26.4,0.7696793,12.502,17,13:11,791,3,3,7,4.1,232,2.4,11,,
16,Bulma,2020,0,2018,2,34.3,26.4,0.7696793,12.505,17,13:11,791,3,4,6,5,159,1.7,11,,
16,Bulma,2020,0,2018,2,34.3,26.4,0.7696793,9.248,17,13:11,791,3,5,6,5,159,1.7,11,,
16,Bulma,2021,0,2018,3,34.3,,,13.724,,13:59,839,1,1,1,4.3,250,2.3,,,
16,Bulma,2021,0,2018,3,34.3,,,21.047,,13:59,839,1,2,1,4.3,250,2.3,,,
16,Bulma,2021,0,2018,3,34.3,,,37.75,,13:59,839,1,3,2,2.8,227,1.8,,,
16,Bulma,2021,0,2018,3,34.3,,,12.256,,13:59,839,1,4,2,2.8,227,1.8,,,
16,Bulma,2021,0,2018,3,34.3,,,12.25,,13:59,839,1,5,2,2.8,227,1.8,,,
16,Bulma,2021,0,2018,3,34.3,,,30.476,,10:56,656,2,1,1,4.3,250,2.3,,,
16,Bulma,2021,0,2018,3,34.3,,,14.768,,10:56,656,2,2,1,4.3,250,2.3,,,
16,Bulma,2021,0,2018,3,34.3,,,13.5,,10:56,656,2,3,1,4.3,250,2.3,,,
16,Bulma,2021,0,2018,3,34.3,,,9.999,,10:56,656,2,4,1,4.3,250,2.3,,,
16,Bulma,2021,0,2018,3,34.3,,,33.497,,10:56,656,2,5,3,4.7,197,1.7,,,
16,Bulma,2021,0,2018,3,34.3,,,12.748,,14:36,876,3,1,5,4.6,191,3,,,
16,Bulma,2021,0,2018,3,34.3,,,31.747,,14:36,876,3,2,4,5.2,234,1.9,,,
16,Bulma,2021,0,2018,3,34.3,,,15.003,,14:36,876,3,3,5,4.6,191,3,,,
16,Bulma,2021,0,2018,3,34.3,,,15.751,,14:36,876,3,4,5,4.6,191,3,,,
16,Bulma,2021,0,2018,3,34.3,,,26.25,,14:36,876,3,5,6,7,300,2,,,
17,Roka,2020,1,2019,1,35,,,20.248,31,10:57,657,1,1,1,4,265,3.4,6,,
17,Roka,2020,1,2019,1,35,,,25.003,31,10:57,657,1,2,2,3.6,303,4.1,6,,
17,Roka,2020,1,2019,1,35,,,20.172,31,10:57,657,1,3,2,3.6,303,4.1,6,,
17,Roka,2020,1,2019,1,35,,,19.502,31,10:57,657,1,4,3,5,16,1.3,6,,
17,Roka,2020,1,2019,1,35,,,15.215,31,10:57,657,1,5,3,5,16,1.3,6,,
17,Roka,2020,1,2019,1,35,27.2,0.777142857,14.503,28,11:14,674,2,1,4,1.4,279,1.2,10,,
17,Roka,2020,1,2019,1,35,27.2,0.777142857,10.25,28,11:14,674,2,2,4,1.4,279,1.2,10,,
17,Roka,2020,1,2019,1,35,27.2,0.777142857,8.999,28,11:14,674,2,3,4,1.4,279,1.2,10,,
17,Roka,2020,1,2019,1,35,27.2,0.777142857,12.746,28,11:14,674,2,5,4,1.4,279,1.2,10,,
17,Roka,2020,1,2019,1,35,27.2,0.777142857,21.233,28,11:14,674,2,6,4,1.4,279,1.2,10,,
17,Roka,2020,1,2019,1,35,,,15.396,7,11:56,716,3,1,5,5,44,3.9,9,,
17,Roka,2020,1,2019,1,35,,,16.749,7,11:56,716,3,2,3,3.7,270,1.3,9,,
17,Roka,2020,1,2019,1,35,,,18,7,11:56,716,3,3,5,5,44,3.9,9,,
17,Roka,2020,1,2019,1,35,,,14.504,7,11:56,716,3,4,5,5,44,3.9,9,,
17,Roka,2020,1,2019,1,35,,,14.457,7,11:56,716,3,5,5,5,44,3.9,9,,
17,Roka,2021,1,2019,2,35,29.2,0.834285714,23.25,,12:05,725,1,1,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,29.2,0.834285714,26.499,,12:05,725,1,2,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,29.2,0.834285714,16.752,,12:05,725,1,3,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,29.2,0.834285714,21.251,,12:05,725,1,4,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,29.2,0.834285714,24.001,,12:05,725,1,5,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,30.3,0.865714286,19.498,,12:14,734,2,1,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,30.3,0.865714286,36.498,,12:14,734,2,2,2,6,53,2.7,,,
17,Roka,2021,1,2019,2,35,30.3,0.865714286,18.248,,12:14,734,2,3,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,30.3,0.865714286,27.498,,12:14,734,2,4,1,3.6,222,3.5,,,
17,Roka,2021,1,2019,2,35,30.3,0.865714286,19.501,,12:14,734,2,5,3,4.9,248,3,,,
17,Roka,2021,1,2019,2,35,30.2,0.862857143,20.75,,13:44,824,3,1,2,6,53,2.7,,,
17,Roka,2021,1,2019,2,35,30.2,0.862857143,31.006,,13:44,824,3,2,4,7,121,5,,,
17,Roka,2021,1,2019,2,35,30.2,0.862857143,18.748,,13:44,824,3,3,5,5,185,4,,,
17,Roka,2021,1,2019,2,35,30.2,0.862857143,15.252,,13:44,824,3,4,5,5,185,4,,,
17,Roka,2021,1,2019,2,35,30.2,0.862857143,14.002,,13:44,824,3,5,5,5,185,4,,,
18,Vince,2020,1,2016,4,35.4,29.6,0.836158192,20.162,7,11:41,701,1,1,1,3.7,196,2.1,9,,
18,Vince,2020,1,2016,4,35.4,29.6,0.836158192,20.572,7,11:41,701,1,2,1,3.7,196,2.1,9,,
18,Vince,2020,1,2016,4,35.4,29.6,0.836158192,8.488,7,11:41,701,1,3,1,3.7,196,2.1,9,,
18,Vince,2020,1,2016,4,35.4,29.6,0.836158192,16.996,7,11:41,701,1,4,1,3.7,196,2.1,9,,
18,Vince,2020,1,2016,4,35.4,29.6,0.836158192,10.748,7,11:41,701,1,5,1,3.7,196,2.1,9,,
18,Vince,2020,1,2016,4,35.4,30.5,0.861581921,20.75,6,10:57,657,2,1,2,4.5,155,3.5,6,,
18,Vince,2020,1,2016,4,35.4,30.5,0.861581921,13.254,6,10:57,657,2,2,2,4.5,155,3.5,6,,
18,Vince,2020,1,2016,4,35.4,30.5,0.861581921,13.002,6,10:57,657,2,3,2,4.5,155,3.5,6,,
18,Vince,2020,1,2016,4,35.4,30.5,0.861581921,13.501,6,10:57,657,2,4,1,3.6,290,2.1,6,,
18,Vince,2020,1,2016,4,35.4,30.5,0.861581921,15.152,6,10:57,657,2,5,2,4.5,155,3.5,6,,
18,Vince,2020,1,2016,4,35.4,29.8,0.84180791,20.751,7,9:45,585,3,1,3,6,144,2.9,10,,
18,Vince,2020,1,2016,4,35.4,29.8,0.84180791,21.627,7,9:45,585,3,2,2,4.3,255,3.5,10,,
18,Vince,2020,1,2016,4,35.4,29.8,0.84180791,13.752,7,9:45,585,3,3,4,3.6,67,1.7,10,,
18,Vince,2020,1,2016,4,35.4,29.8,0.84180791,13.497,7,9:45,585,3,4,2,4.3,255,3.5,10,,
18,Vince,2020,1,2016,4,35.4,29.8,0.84180791,11.655,7,9:45,585,3,5,3,6,144,2.9,10,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,11.259,,14:05,845,1,1,1,3.1,220,3.1,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,11.001,,14:05,845,1,2,2,5,104,4.5,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,18.503,,14:05,845,1,3,1,3.1,220,3.1,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,25.753,,14:05,845,1,4,2,5,104,4.5,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,12.93,,14:05,845,1,5,1,3.1,220,3.1,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,14.501,,11:41,701,2,1,2,5,104,4.5,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,22.251,,11:41,701,2,2,2,5,104,4.5,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,26.999,,11:41,701,2,3,3,5,201,3.4,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,19.247,,11:41,701,2,4,2,5,104,4.5,,,
18,Vince,2021,1,2016,5,35.4,29.4,0.830508475,30.001,,11:41,701,2,5,4,9,317,2.2,,,
18,Vince,2021,1,2016,5,35.4,29.2,0.824858757,17.245,,11:06,666,3,1,2,5,104,4.5,,,
18,Vince,2021,1,2016,5,35.4,29.2,0.824858757,15.003,,11:06,666,3,2,2,5,104,4.5,,,
18,Vince,2021,1,2016,5,35.4,29.2,0.824858757,21.997,,11:06,666,3,3,5,4.5,162,2.3,,,
18,Vince,2021,1,2016,5,35.4,29.2,0.824858757,8.248,,11:06,666,3,4,5,4.5,162,2.3,,,
18,Vince,2021,1,2016,5,35.4,29.2,0.824858757,15.5,,11:06,666,3,5,5,4.5,162,2.3,,,
19,Vegeta,2020,1,2017,3,35.6,30.7,0.862359551,16.75,31,12:37,757,1,1,1,6,201,3.9,13,,
19,Vegeta,2020,1,2017,3,35.6,30.7,0.862359551,26.249,31,12:37,757,1,2,2,7,24,0.9,13,,
19,Vegeta,2020,1,2017,3,35.6,30.7,0.862359551,8.004,31,12:37,757,1,3,1,6,201,3.9,13,,
19,Vegeta,2020,1,2017,3,35.6,30.7,0.862359551,6.249,31,12:37,757,1,4,1,6,201,3.9,13,,
