"","ID","Time1","Time2","observe","Attm","success","Group","testVal"
"311","KVV-BPX",3864,3885,0,0,0,"TK",0
"312","KVV-BPX",3885,3918,0,0,0,"TK",0
"313","KVV-BPX",3918,3937,0,0,0,"TK",0
"314","KVV-BPX",3937,3977,0,0,0,"TK",0
"315","KVV-BPX",3977,3990,0,0,0,"TK",0
"316","KVV-BPX",3990,4051,0,0,0,"TK",0
"317","KVV-BPX",4051,4055,0,0,0,"TK",0
"318","KVV-BPX",4055,4059,0,0,0,"TK",0
"319","KVV-BPX",4059,4114,0,0,0,"TK",0
"320","KVV-BPX",4114,4165,0,0,0,"TK",0
"321","KVV-BPX",4165,4467,0,0,0,"TK",0
"322","KVV-BPX",4467,4531,0,0,0,"TK",0
"323","KVV-BPX",4531,4732,1,0,0,"TK",0
"324","KVV-BPX",4732,4916,1,0,0,"TK",0
"325","KVV-BPX",4916,4930,1,0,0,"TK",0
"326","KVV-BPX",4930,4955,1,0,0,"TK",0
"327","KVV-BPX",4955,4964,1,0,0,"TK",0
"328","KVV-BPX",4964,4988,1,0,0,"TK",0
"329","KVV-BPX",4988,5034,1,0,0,"TK",0
"330","KVV-BPX",5034,5393,1,0,0,"TK",0
"331","KVV-BPX",5393,5480,1,0,0,"TK",0
"332","KVV-BPX",5480,5580,1,0,0,"TK",0
"333","KVV-BPX",5580,6101,1,0,0,"TK",0
"334","KVV-BPX",6101,6128,1,0,0,"TK",0
"335","KVV-BPX",6128,6133,1,0,0,"TK",0
"336","KVV-BPX",6133,6261,1,0,0,"TK",0
"337","KVV-BPX",6261,6435,1,0,0,"TK",0
"338","KVV-BPX",6435,6478,1,0,0,"TK",0
"339","KVV-BPX",6478,6513,1,0,0,"TK",0
"340","KVV-BPX",6513,6549,1,0,0,"TK",0
"341","KVV-BPX",6549,6555,1,0,0,"TK",0
"342","KVV-BPX",6555,6581,1,0,0,"TK",0
"343","KVV-BPX",6581,6603,1,0,0,"TK",0
"344","KVV-BPX",6603,6740,1,0,0,"TK",0
"345","KVV-BPX",6740,6753,1,0,0,"TK",0
"346","KVV-BPX",6753,6785,1,0,0,"TK",0
"347","KVV-BPX",6785,7085,1,0,0,"TK",0
"348","KVV-BPX",7085,7151,1,0,0,"TK",0
"349","KVV-BPX",7151,7267,1,0,0,"TK",0
"350","KVV-BPX",7267,7651,1,0,0,"TK",0
"351","KVV-BPX",7651,7881,1,0,0,"TK",0
"352","KVV-BPX",7881,8301,1,0,0,"TK",0
"353","KVV-BPX",8301,8372,1,0,0,"TK",0
